,Forum_Cateogory,Forum_Name,Topic,PosetedBy,PostedDate,PostedDetail
74,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019","We seem to be getting some spammers posting. Interestingly, they all registered in 2018, so it may just be a coincidence.
Please let me know if you see any spam posts so I can delete them
Many thanks to @Chris Kippax
Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
75,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 26, 2019","  On 7/25/2019 at 12:06 PM, tomstgeorge said:
 - we will find a better solution for recent topics, please bear with us!
https://wetpixel.com/forums/index.php?/discover
New link for recent topics works for me!
Edited July 26, 2019 by Tom_Kline
grammar :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
76,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 26, 2019","Link works for me too!
I think I have killed the source of the spam members, but please let me know if you see any more..
Adam"
77,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? "
78,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Not a bug - but a compliment (shock, horror): I really like the layout - very clean looking; and the auto stream update is a nice feature."
79,ADMINISTRATION,Announcements,Forum update - bug reports here please,Chris Kippax,"July 26, 2019","Yep, echoing Tim's comments new format is definitely more 21st century. Easy on the eyes with nice contrast and clean lines. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
80,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks"
81,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:26 AM, Davide DB said:
Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks
Hi Davide
If you click your name in the very top right hand corner of the screen, you'll see the option Profile. Go into that and you can change all sorts of things...."
82,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
83,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
    Yep, pretty cool
Have you tried “Cover photo”? :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
84,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  Hi Davide DB

I have enabled Cover Photos for all members. If you click on your name in the top right and then select profile you should now be able to choose a cover photo. :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
85,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Ah ok
I'm pretty sure it wasn't enabled before.
Thank you all :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
86,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 1:40 AM, TimG said:
Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? 
Hi TimG
You should now be able to manage this setting:

- click on your name top right and choose Account Settings
- choose Notification Settings in the right hand panel
- the first part of the page is some general settings but if you scroll down you will find controls to setup exactly what gets sent as an email and/or a notification
  cheers
tag"
87,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Adam, and thank you everyone for your patience!

Hopefully we've ironed out most of the issues from the update and server migration but if you find anything amiss please let us know.
One thing I've just spotted is the country flag under a members details is not working, I will try to get that fixed asap.
  cheers
tsg :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
88,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","I am not seeing a reply to thread so started this new one (green button obvious). Also I cannot find a recent topics button. Using Firefox on a Mac.
Tom
PS I just now did see a reply to topic (green button) on a thread started by Interceptor but still am not seeing one in this topic or Adam's in the announcement forum. Hence I am using edit.
Edited July 25, 2019 by Tom_Kline
unable to otherwise reply to this thread. later: fixed grammar"
89,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Tom
I will look into it. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
90,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",Reply button now present!!! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
91,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","The ""topics"" box (lower right) contains just a few and does not seem to be bookmarkable. Not a satisfactory replacement in my book."
92,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",Tapatalk is not working currently. I'm working on it...
93,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it."
94,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","  On 7/25/2019 at 11:43 AM, TimG said:
Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it.
Maybe that is why signatures are missing, just now noticed by me after making a post on another thread.
PS. Signature suddenly appeared! Did NOT see signature editing in my profile a minute ago.
Edited July 25, 2019 by Tom_Kline
update"
